project	grant	lab	composite	dataType	view	cell	localization	rnaExtract	readType	replicate	dataVersion	dccAccession	dateSubmitted	dateUnrestricted	subId	geoSampleAccession	labExpId	bioRep	seqPlatform	spikeInPool	tableName	type	md5sum	size	labVersion	submittedDataVersion	labProtocolId	donorId	dateResubmitted	objStatus	sex	wgEncodeCshlLongRnaSeqSknshraCellPapFastqRd2Rep1	dccInternalNotes	filename
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	MinusSignal	GM12878	nucleus	longPolyA	2x76D	2	ENCODE Jan 2011 Freeze	wgEncodeEH000170	2010-09-30	2011-06-30	1927	GSM765386	LID8533	004N	Illumina_GA2x	Nist14	wgEncodeCshlLongRnaSeqGm12878NucleusPapMinusRawSigRep2	bigWig	75bfde2a99aecb7b2682e97f8e2f676f	1.2G	NA	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqGm12878NucleusPapMinusRawSigRep2.bigWig
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	PlusSignal	GM12878	nucleus	longPolyA	2x76D	1	ENCODE Jan 2011 Freeze	wgEncodeEH000170	2010-09-30	2011-06-30	1926	GSM765386	LID8532	003N	Illumina_GA2x	Nist14	wgEncodeCshlLongRnaSeqGm12878NucleusPapPlusRawSigRep1	bigWig	d6ff052c7dbd870e814b14412a3311d8	1.2G	NA	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqGm12878NucleusPapPlusRawSigRep1.bigWig
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	PlusSignal	GM12878	nucleus	longPolyA	2x76D	2	ENCODE Jan 2011 Freeze	wgEncodeEH000170	2010-09-30	2011-06-30	1927	GSM765386	LID8533	004N	Illumina_GA2x	Nist14	wgEncodeCshlLongRnaSeqGm12878NucleusPapPlusRawSigRep2	bigWig	2cb8be0f9da7a89b66bc76d766d1c639	1.2G	NA	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqGm12878NucleusPapPlusRawSigRep2.bigWig
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	Protocol	GM12878	nucleus	longPolyA	2x76D	1	ENCODE Mar 2012 Freeze	wgEncodeEH000170	2011-04-20	2012-01-20	3259	GSM765386	LID8532	003N	Illumina_GA2x	Nist14	NA	pdf	54a5e4f16ec0119f59ba78d0d7b4a680	680K	NA	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqGm12878NucleusPapProtocolRep1.pdf.gz
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	Protocol	GM12878	nucleus	longPolyA	2x76D	2	ENCODE Mar 2012 Freeze	wgEncodeEH000170	2011-04-20	2012-01-20	3259	GSM765386	LID8533	004N	Illumina_GA2x	Nist14	NA	pdf	000efc74ebd1747852f26cc489f016b3	663K	NA	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqGm12878NucleusPapProtocolRep2.pdf.gz
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	Spikeins	GM12878	nucleus	longPolyA	2x76D	1	ENCODE Mar 2012 Freeze	wgEncodeEH000170	2011-06-08	2012-03-08	4290	GSM765386	LID8532	003N	Illumina_GA2x	Nist14	NA	spikeins	3e615ebb2cce9d3642919e176ae5b977	85M	NA	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqGm12878NucleusPapSpikeinsRep1.spikeins
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	Spikeins	GM12878	nucleus	longPolyA	2x76D	2	ENCODE Mar 2012 Freeze	wgEncodeEH000170	2011-06-08	2012-03-08	4235	GSM765386	LID8533	004N	Illumina_GA2x	Nist14	NA	spikeins	cca01e0179dd052fcbe9c9c8ac4f5cd2	72M	NA	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqGm12878NucleusPapSpikeinsRep2.spikeins
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	TranscriptDeNovo	GM12878	nucleus	longPolyA	2x76D	NA	ENCODE Jan 2011 Freeze	wgEncodeEH000170	2011-02-18	2011-11-18	3610	GSM765386	LID8532,LID8533	003N,004N	Illumina_GA2x	Nist14	NA	gtf	5a7317d04ad9c83757d00ce2c02d40f5	26M	iIDR	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqGm12878NucleusPapTranscriptDeNovo.gtf.gz
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	TranscriptDeNovo	GM12878	nucleus	longPolyA	2x76D	NA	ENCODE Jul 2012 Freeze	wgEncodeEH000170	2012-07-16	2013-04-16	7494	GSM765386	LID8532,LID8533	003N,004N	Illumina_GA2x	Nist14	NA	gtf	c332b925e874673d309450c5aac603c3	3.9M	iIDR	V2 - New version of processing used.	003N+,004N+	NA	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqGm12878NucleusPapTranscriptDeNovoV2.gtf.gz
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	TranscriptGencV7	GM12878	nucleus	longPolyA	2x76D	NA	ENCODE Mar 2012 Freeze	wgEncodeEH000170	2011-07-13	2012-04-13	4601	GSM765386	LID8532,LID8533	003N,004N	Illumina_GA2x	Nist14	wgEncodeCshlLongRnaSeqGm12878NucleusPapTranscriptGencV7	gtf	df234c828abefc772096a7de60377bb2	5.0M	iIDR	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqGm12878NucleusPapTranscriptGencV7.gtf.gz
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	Alignments	H1-hESC	cell	longNonPolyA	2x76D	1	ENCODE Jan 2011 Freeze	wgEncodeEH000149	2010-09-29	2011-06-29	2457	GSM758573	LID8663	005WC	Illumina_GA2x	Nist14	wgEncodeCshlLongRnaSeqH1hescCellLongnonpolyaAlnRep1	bam	6587e586e376b989854a3040fa929b95	10G	NA	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqH1hescCellLongnonpolyaAlnRep1.bam
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	Alignments	H1-hESC	cell	longNonPolyA	2x76D	1	ENCODE Jan 2011 Freeze	wgEncodeEH000149	2010-09-29	2011-06-29	2457	GSM758573	LID8663	005WC	Illumina_GA2x	Nist14	wgEncodeCshlLongRnaSeqH1hescCellLongnonpolyaAlnRep1	bai	9665e433d9bf71c259ba331df36d71b9	7.8M	NA	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqH1hescCellLongnonpolyaAlnRep1.bam.bai
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	Alignments	H1-hESC	cell	longNonPolyA	2x76D	2	ENCODE Jan 2011 Freeze	wgEncodeEH000149	2010-09-29	2011-06-29	2407	GSM758573	LID8664	006WC	Illumina_GA2x	Nist14	wgEncodeCshlLongRnaSeqH1hescCellLongnonpolyaAlnRep2	bam	36059f397cf60b1e8ea84869370fc020	9.7G	NA	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqH1hescCellLongnonpolyaAlnRep2.bam
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	Alignments	H1-hESC	cell	longNonPolyA	2x76D	2	ENCODE Jan 2011 Freeze	wgEncodeEH000149	2010-09-29	2011-06-29	2407	GSM758573	LID8664	006WC	Illumina_GA2x	Nist14	wgEncodeCshlLongRnaSeqH1hescCellLongnonpolyaAlnRep2	bai	97b5487eecfb086676efc7ecb1b73a46	7.8M	NA	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqH1hescCellLongnonpolyaAlnRep2.bam.bai
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	FastqRd1	H1-hESC	cell	longNonPolyA	2x76D	1	ENCODE Jan 2011 Freeze	wgEncodeEH000149	2010-09-29	2011-06-29	2457	GSM758573	LID8663	005WC	Illumina_GA2x	Nist14	NA	fastq	0ac00753f03075f147ed811301f6346f	7.0G	NA	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqH1hescCellLongnonpolyaFastqRd1Rep1.fastq.gz
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	FastqRd1	H1-hESC	cell	longNonPolyA	2x76D	2	ENCODE Jan 2011 Freeze	wgEncodeEH000149	2010-09-29	2011-06-29	2407	GSM758573	LID8664	006WC	Illumina_GA2x	Nist14	NA	fastq	00776d5b2e65d39fa40fc75d5cd4dda5	6.7G	NA	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqH1hescCellLongnonpolyaFastqRd1Rep2.fastq.gz
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	FastqRd2	H1-hESC	cell	longNonPolyA	2x76D	1	ENCODE Jan 2011 Freeze	wgEncodeEH000149	2010-09-29	2011-06-29	2457	GSM758573	LID8663	005WC	Illumina_GA2x	Nist14	NA	fastq	74f3a3142687398fac3e959c0815a849	7.3G	NA	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqH1hescCellLongnonpolyaFastqRd2Rep1.fastq.gz
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	FastqRd2	H1-hESC	cell	longNonPolyA	2x76D	2	ENCODE Jan 2011 Freeze	wgEncodeEH000149	2010-09-29	2011-06-29	2407	GSM758573	LID8664	006WC	Illumina_GA2x	Nist14	NA	fastq	2d6c22c27bfcfbc3f55ff17b9e28957b	7.0G	NA	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqH1hescCellLongnonpolyaFastqRd2Rep2.fastq.gz
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	MinusSignal	H1-hESC	cell	longNonPolyA	2x76D	1	ENCODE Jan 2011 Freeze	wgEncodeEH000149	2010-09-29	2011-06-29	2457	GSM758573	LID8663	005WC	Illumina_GA2x	Nist14	wgEncodeCshlLongRnaSeqH1hescCellLongnonpolyaMinusRawSigRep1	bigWig	1459ea72e379f4bd3e0bc95c1d312bf0	978M	NA	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqH1hescCellLongnonpolyaMinusRawSigRep1.bigWig
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	MinusSignal	H1-hESC	cell	longNonPolyA	2x76D	2	ENCODE Jan 2011 Freeze	wgEncodeEH000149	2010-09-29	2011-06-29	2407	GSM758573	LID8664	006WC	Illumina_GA2x	Nist14	wgEncodeCshlLongRnaSeqH1hescCellLongnonpolyaMinusRawSigRep2	bigWig	a8d9bffedf9ef92fccc7ae258497fe96	1013M	NA	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqH1hescCellLongnonpolyaMinusRawSigRep2.bigWig
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	PlusSignal	H1-hESC	cell	longNonPolyA	2x76D	1	ENCODE Jan 2011 Freeze	wgEncodeEH000149	2010-09-29	2011-06-29	2457	GSM758573	LID8663	005WC	Illumina_GA2x	Nist14	wgEncodeCshlLongRnaSeqH1hescCellLongnonpolyaPlusRawSigRep1	bigWig	db427450bbe33bbacef6827974d5991c	1.1G	NA	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqH1hescCellLongnonpolyaPlusRawSigRep1.bigWig
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	PlusSignal	H1-hESC	cell	longNonPolyA	2x76D	2	ENCODE Jan 2011 Freeze	wgEncodeEH000149	2010-09-29	2011-06-29	2407	GSM758573	LID8664	006WC	Illumina_GA2x	Nist14	wgEncodeCshlLongRnaSeqH1hescCellLongnonpolyaPlusRawSigRep2	bigWig	9412fbc46be578063753f90581b0244e	1.1G	NA	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqH1hescCellLongnonpolyaPlusRawSigRep2.bigWig
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	Contigs	H1-hESC	cell	longNonPolyA	2x76D	NA	ENCODE Jan 2011 Freeze	wgEncodeEH000149	2011-02-18	2011-11-18	3613	GSM758573	LID8663,LID8664	005WC,006WC	Illumina_GA2x	Nist14	wgEncodeCshlLongRnaSeqH1hescCellPamContigs	bedRnaElements	4b3ce0510f29bde9d53ddc0c5c581848	23M	iIDR	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqH1hescCellPamContigs.bedRnaElements.gz
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	ExonsDeNovo	H1-hESC	cell	longNonPolyA	2x76D	NA	ENCODE Jul 2012 Freeze	wgEncodeEH000149	2012-05-30	2013-03-02	6974	GSM758573	LID8663,LID8664	005WC,006WC	Illumina_GA2x	Nist14	NA	gff	5ba124d1bba5b8367433f7ffd4e94df6	12M	iIDR	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqH1hescCellPamExonsDeNovo.gff.gz
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	ExonsGencV7	H1-hESC	cell	longNonPolyA	2x76D	NA	ENCODE Mar 2012 Freeze	wgEncodeEH000149	2011-07-13	2012-04-13	4593	GSM758573	LID8663,LID8664	005WC,006WC	Illumina_GA2x	Nist14	NA	gtf	d0857ea5b411432532b9353c20ef7de0	19M	iIDR	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqH1hescCellPamExonsGencV7.gtf.gz
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	GeneDeNovo	H1-hESC	cell	longNonPolyA	2x76D	NA	ENCODE Jan 2011 Freeze	wgEncodeEH000149	2011-02-18	2011-11-18	3613	GSM758573	LID8663,LID8664	005WC,006WC	Illumina_GA2x	Nist14	NA	gtf	c8722d22c9275939464c210971cfde1b	4.7M	iIDR	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqH1hescCellPamGeneDeNovo.gtf.gz
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	GeneDeNovo	H1-hESC	cell	longNonPolyA	2x76D	NA	ENCODE Jul 2012 Freeze	wgEncodeEH000149	2012-07-16	2013-04-16	7486	GSM758573	LID8663,LID8664	005WC,006WC	Illumina_GA2x	Nist14	NA	gff	c09d9cb7b20fa91dc52ea17d98627cd3	6.2M	iIDR	V2 - New version of processing used.	005WC-,006WC-	NA	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqH1hescCellPamGeneDeNovoV2.gff.gz
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	GeneGencV7	H1-hESC	cell	longNonPolyA	2x76D	NA	ENCODE Mar 2012 Freeze	wgEncodeEH000149	2011-07-13	2012-04-13	4593	GSM758573	LID8663,LID8664	005WC,006WC	Illumina_GA2x	Nist14	NA	gtf	fbfbfe3bc4ce12d93d16badbc1ebfe42	2.1M	iIDR	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqH1hescCellPamGeneGencV7.gtf.gz
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	Junctions	H1-hESC	cell	longNonPolyA	2x76D	NA	ENCODE Jan 2011 Freeze	wgEncodeEH000149	2011-02-18	2011-11-18	3613	GSM758573	LID8663,LID8664	005WC,006WC	Illumina_GA2x	Nist14	wgEncodeCshlLongRnaSeqH1hescCellPamJunctions	bedRnaElements	8da3bd5b322040a9d27cf42b28ff686a	7.4M	iIDR	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqH1hescCellPamJunctions.bedRnaElements.gz
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	Protocol	H1-hESC	cell	longNonPolyA	2x76D	1	ENCODE Mar 2012 Freeze	wgEncodeEH000149	2011-04-20	2012-01-20	3259	GSM758573	LID8663	005WC	Illumina_GA2x	Nist14	NA	pdf	acacc8ac30e9d17a94d808d0fe052fa2	435K	NA	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqH1hescCellPamProtocolRep1.pdf.gz
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	Protocol	H1-hESC	cell	longNonPolyA	2x76D	2	ENCODE Mar 2012 Freeze	wgEncodeEH000149	2011-04-20	2012-01-20	3259	GSM758573	LID8664	006WC	Illumina_GA2x	Nist14	NA	pdf	c71467bda89291016b83ed056f4605c7	435K	NA	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqH1hescCellPamProtocolRep2.pdf.gz
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	Spikeins	H1-hESC	cell	longNonPolyA	2x76D	1	ENCODE Mar 2012 Freeze	wgEncodeEH000149	2011-06-08	2012-03-08	4226	GSM758573	LID8663	005WC	Illumina_GA2x	Nist14	NA	spikeins	ec89b5158a63ef196239a7c1268ca72e	210M	NA	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqH1hescCellPamSpikeinsRep1.spikeins
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	Spikeins	H1-hESC	cell	longNonPolyA	2x76D	2	ENCODE Mar 2012 Freeze	wgEncodeEH000149	2011-06-08	2012-03-08	4239	GSM758573	LID8664	006WC	Illumina_GA2x	Nist14	NA	spikeins	b7e0143de840f52e9a66bc44ce12e87d	199M	NA	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqH1hescCellPamSpikeinsRep2.spikeins
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	TranscriptDeNovo	H1-hESC	cell	longNonPolyA	2x76D	NA	ENCODE Jan 2011 Freeze	wgEncodeEH000149	2011-02-18	2011-11-18	3613	GSM758573	LID8663,LID8664	005WC,006WC	Illumina_GA2x	Nist14	NA	gtf	010bd3b0b65db9e92dc23834d887566d	23M	iIDR	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqH1hescCellPamTranscriptDeNovo.gtf.gz
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	TranscriptDeNovo	H1-hESC	cell	longNonPolyA	2x76D	NA	ENCODE Jul 2012 Freeze	wgEncodeEH000149	2012-07-16	2013-04-16	7486	GSM758573	LID8663,LID8664	005WC,006WC	Illumina_GA2x	Nist14	NA	gtf	9b4a1a27855cb304f8c72348187fb783	6.8M	iIDR	V2 - New version of processing used.	005WC-,006WC-	NA	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqH1hescCellPamTranscriptDeNovoV2.gtf.gz
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	TranscriptGencV7	H1-hESC	cell	longNonPolyA	2x76D	NA	ENCODE Mar 2012 Freeze	wgEncodeEH000149	2011-07-13	2012-04-13	4593	GSM758573	LID8663,LID8664	005WC,006WC	Illumina_GA2x	Nist14	wgEncodeCshlLongRnaSeqH1hescCellPamTranscriptGencV7	gtf	ec694f5f753af8b0f8b0236a28f43909	4.9M	iIDR	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqH1hescCellPamTranscriptGencV7.gtf.gz
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	Alignments	H1-hESC	cell	longPolyA	2x76D	1	ENCODE Jan 2011 Freeze	wgEncodeEH000150	2010-09-29	2011-06-29	2098	GSM758566	LID8461	005WC	Illumina_GA2x	Nist14	wgEncodeCshlLongRnaSeqH1hescCellPapAlnRep1	bam	9dabe8fa9819a00a4ba8bb634b4e7e61	14G	NA	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqH1hescCellPapAlnRep1.bam
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	Alignments	H1-hESC	cell	longPolyA	2x76D	1	ENCODE Jan 2011 Freeze	wgEncodeEH000150	2010-09-29	2011-06-29	2098	GSM758566	LID8461	005WC	Illumina_GA2x	Nist14	wgEncodeCshlLongRnaSeqH1hescCellPapAlnRep1	bai	8e43fd77132b680b46d6dcb8e6000a92	7.4M	NA	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqH1hescCellPapAlnRep1.bam.bai
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	Alignments	H1-hESC	cell	longPolyA	2x76D	2	ENCODE Jan 2011 Freeze	wgEncodeEH000150	2010-09-29	2011-06-29	1929	GSM758566	LID8462	006WC	Illumina_GA2x	Nist14	wgEncodeCshlLongRnaSeqH1hescCellPapAlnRep2	bam	458f9da89a28a39425dca1d224faa227	11G	NA	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqH1hescCellPapAlnRep2.bam
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	Alignments	H1-hESC	cell	longPolyA	2x76D	2	ENCODE Jan 2011 Freeze	wgEncodeEH000150	2010-09-29	2011-06-29	1929	GSM758566	LID8462	006WC	Illumina_GA2x	Nist14	wgEncodeCshlLongRnaSeqH1hescCellPapAlnRep2	bai	ad9c441e1185b46c833c5f305e9f94ea	7.1M	NA	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqH1hescCellPapAlnRep2.bam.bai
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	Contigs	H1-hESC	cell	longPolyA	2x76D	NA	ENCODE Jan 2011 Freeze	wgEncodeEH000150	2011-02-18	2011-11-18	3614	GSM758566	LID8461,LID8462	005WC,006WC	Illumina_GA2x	Nist14	wgEncodeCshlLongRnaSeqH1hescCellPapContigs	bedRnaElements	78a6e5af93abb41f03acd53ae57e0e30	20M	iIDR	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqH1hescCellPapContigs.bedRnaElements.gz
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	ExonsDeNovo	H1-hESC	cell	longPolyA	2x76D	NA	ENCODE Jul 2012 Freeze	wgEncodeEH000150	2012-05-30	2013-03-02	6972	GSM758566	LID8461,LID8462	005WC,006WC	Illumina_GA2x	Nist14	NA	gff	ee8a134ad51c9f9b2ce7251b78fafbd6	7.7M	iIDR	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqH1hescCellPapExonsDeNovo.gff.gz
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	ExonsGencV7	H1-hESC	cell	longPolyA	2x76D	NA	ENCODE Mar 2012 Freeze	wgEncodeEH000150	2011-07-13	2012-04-13	4592	GSM758566	LID8461,LID8462	005WC,006WC	Illumina_GA2x	Nist14	NA	gtf	d0ea45ca7430d0c34ebb24c944b8da81	19M	iIDR	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqH1hescCellPapExonsGencV7.gtf.gz
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	FastqRd1	H1-hESC	cell	longPolyA	2x76D	1	ENCODE Jan 2011 Freeze	wgEncodeEH000150	2010-09-29	2011-06-29	2098	GSM758566	LID8461	005WC	Illumina_GA2x	Nist14	NA	fastq	3e5aef31355e188731b4f0e9988b1e65	8.1G	NA	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqH1hescCellPapFastqRd1Rep1.fastq.gz
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	FastqRd1	H1-hESC	cell	longPolyA	2x76D	2	ENCODE Jan 2011 Freeze	wgEncodeEH000150	2010-09-29	2011-06-29	1929	GSM758566	LID8462	006WC	Illumina_GA2x	Nist14	NA	fastq	1cd19e04f2194bd528607a5468179163	6.8G	NA	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqH1hescCellPapFastqRd1Rep2.fastq.gz
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	FastqRd2	H1-hESC	cell	longPolyA	2x76D	1	ENCODE Jan 2011 Freeze	wgEncodeEH000150	2010-09-29	2011-06-29	2098	GSM758566	LID8461	005WC	Illumina_GA2x	Nist14	NA	fastq	3e25f46499f7c2ee448007ee34194c32	8.3G	NA	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqH1hescCellPapFastqRd2Rep1.fastq.gz
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	FastqRd2	H1-hESC	cell	longPolyA	2x76D	2	ENCODE Jan 2011 Freeze	wgEncodeEH000150	2010-09-29	2011-06-29	1929	GSM758566	LID8462	006WC	Illumina_GA2x	Nist14	NA	fastq	7d19d87f3e61ecf2c1be96ebbd1ef66c	6.9G	NA	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqH1hescCellPapFastqRd2Rep2.fastq.gz
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	GeneDeNovo	H1-hESC	cell	longPolyA	2x76D	NA	ENCODE Jan 2011 Freeze	wgEncodeEH000150	2011-02-18	2011-11-18	3614	GSM758566	LID8461,LID8462	005WC,006WC	Illumina_GA2x	Nist14	NA	gtf	5c370cd0105db9837ef04d8aa0505af5	2.1M	iIDR	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqH1hescCellPapGeneDeNovo.gtf.gz
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	GeneDeNovo	H1-hESC	cell	longPolyA	2x76D	NA	ENCODE Jul 2012 Freeze	wgEncodeEH000150	2012-07-16	2013-04-16	7485	GSM758566	LID8461,LID8462	005WC,006WC	Illumina_GA2x	Nist14	NA	gff	bde3297dbe2c5d5b2dc10f50f17811ab	2.0M	iIDR	V2 - New version of processing used.	005WC+,006WC+	NA	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqH1hescCellPapGeneDeNovoV2.gff.gz
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	GeneGencV7	H1-hESC	cell	longPolyA	2x76D	NA	ENCODE Mar 2012 Freeze	wgEncodeEH000150	2011-07-13	2012-04-13	4592	GSM758566	LID8461,LID8462	005WC,006WC	Illumina_GA2x	Nist14	NA	gtf	3e912334a1f731fe1de54b792f3d5bc0	2.1M	iIDR	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqH1hescCellPapGeneGencV7.gtf.gz
