project	grant	lab	composite	dataType	view	cell	treatment	antibody	control	replicate	dataVersion	dccAccession	dateSubmitted	dateUnrestricted	subId	setType	controlId	type	md5sum	size	geoSampleAccession	labVersion	tableName	origAssembly	dateResubmitted	objStatus	submittedDataVersion	softwareVersion	filename
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	GM12892	TNFa	Input	IgG-rab	2	ENCODE June 2010 Freeze	wgEncodeEH000773	2010-03-05	2010-12-05	1379	input	wgEncodeEH000773	bai	baae8489eeb89ca7a94085495c5f8ea7	5.6M	NA	remapped from hg18, Illumina 2.0, low confidence sequences excluded	NA	hg18	2010-06-11	NA	NA	NA	wgEncodeSydhTfbsGm12892InputTnfaIggrabAlnRep2.bam.bai
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	RawData	GM12892	TNFa	Input	IgG-rab	1	ENCODE June 2010 Freeze	wgEncodeEH000773	2010-03-05	2010-12-05	1110	input	wgEncodeEH000773	fastq	ed89902c8842842aafc6e37ca70f5970	140M	GSM935452	Illumina 2.0, low confidence sequences excluded	NA	hg18	NA	NA	NA	NA	wgEncodeSydhTfbsGm12892InputTnfaIggrabRawDataRep1.fastq.gz
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	RawData	GM12892	TNFa	Input	IgG-rab	2	ENCODE June 2010 Freeze	wgEncodeEH000773	2010-03-05	2010-12-05	1110	input	wgEncodeEH000773	fastq	b76b5ccf83eaf96dcd5693b6391e2863	226M	GSM935452	Illumina 2.0, low confidence sequences excluded	NA	hg18	NA	NA	NA	NA	wgEncodeSydhTfbsGm12892InputTnfaIggrabRawDataRep2.fastq.gz
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Signal	GM12892	TNFa	Input	IgG-rab	NA	ENCODE Jan 2011 Freeze	wgEncodeEH000773	2010-12-02	2011-09-01	3053	input	wgEncodeEH000773	bigWig	e68d5573b6627c4fe47ab4e9f686977a	295M	GSM935452	NA	wgEncodeSydhTfbsGm12892InputTnfaIggrabSig	hg18	NA	NA	NA	NA	wgEncodeSydhTfbsGm12892InputTnfaIggrabSig.bigWig
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	GM12892	TNFa	NFKB	IgG-rab	1	ENCODE June 2010 Freeze	wgEncodeEH000712	2010-01-12	2010-10-12	1368	exp	wgEncodeEH000773	bam	6b7cb92f997238922069af6bb17c2e16	329M	NA	remapped from hg18, Data paired with IgG_Control	NA	hg18	2010-06-11	NA	NA	NA	wgEncodeSydhTfbsGm12892NfkbTnfaIggrabAlnRep1.bam
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	GM12892	TNFa	NFKB	IgG-rab	1	ENCODE June 2010 Freeze	wgEncodeEH000712	2010-01-12	2010-10-12	1368	exp	wgEncodeEH000773	bai	d1bc9dfb98c4bf75f7befc3be1c7b303	5.7M	NA	remapped from hg18, Data paired with IgG_Control	NA	hg18	2010-06-11	NA	NA	NA	wgEncodeSydhTfbsGm12892NfkbTnfaIggrabAlnRep1.bam.bai
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	GM12892	TNFa	NFKB	IgG-rab	2	ENCODE June 2010 Freeze	wgEncodeEH000712	2010-01-12	2010-10-12	1379	exp	wgEncodeEH000773	bam	0ff762dd81250312bddecbff8df95b07	433M	NA	remapped from hg18, Data paired with IgG_Control	NA	hg18	2010-06-11	NA	NA	NA	wgEncodeSydhTfbsGm12892NfkbTnfaIggrabAlnRep2.bam
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	GM12892	TNFa	NFKB	IgG-rab	2	ENCODE June 2010 Freeze	wgEncodeEH000712	2010-01-12	2010-10-12	1379	exp	wgEncodeEH000773	bai	7735a29e55fc32a6da7d92b526a50185	5.8M	NA	remapped from hg18, Data paired with IgG_Control	NA	hg18	2010-06-11	NA	NA	NA	wgEncodeSydhTfbsGm12892NfkbTnfaIggrabAlnRep2.bam.bai
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	GM12892	TNFa	NFKB	IgG-rab	3	ENCODE June 2010 Freeze	wgEncodeEH000712	2010-01-12	2010-10-12	1389	exp	wgEncodeEH000773	bam	20c398ae669b534792975376121209b8	244M	NA	remapped from hg18, Data paired with IgG_Control	NA	hg18	2010-06-11	NA	NA	NA	wgEncodeSydhTfbsGm12892NfkbTnfaIggrabAlnRep3.bam
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	GM12892	TNFa	NFKB	IgG-rab	3	ENCODE June 2010 Freeze	wgEncodeEH000712	2010-01-12	2010-10-12	1389	exp	wgEncodeEH000773	bai	b04aa97b33e82f08dcc5b0220341d2c0	5.6M	NA	remapped from hg18, Data paired with IgG_Control	NA	hg18	2010-06-11	NA	NA	NA	wgEncodeSydhTfbsGm12892NfkbTnfaIggrabAlnRep3.bam.bai
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Peaks	GM12892	TNFa	NFKB	IgG-rab	NA	ENCODE Mar 2012 Freeze	wgEncodeEH000712	2011-06-03	2012-03-03	4165	exp	wgEncodeEH000773	narrowPeak	eebf30cb40f074aa1eac4ca3cd35a36b	65K	GSM935285	NA	wgEncodeSydhTfbsGm12892NfkbTnfaIggrabPk	hg18	NA	NA	NA	NA	wgEncodeSydhTfbsGm12892NfkbTnfaIggrabPk.narrowPeak.gz
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	RawData	GM12892	TNFa	NFKB	IgG-rab	1	ENCODE Jan 2010 Freeze	wgEncodeEH000712	2010-01-12	2010-10-12	941	exp	wgEncodeEH000773	fastq	ee8e125ac1d03559c79b40dd468ee32c	252M	GSM935285	Data paired with IgG_Control	NA	hg18	NA	NA	NA	NA	wgEncodeSydhTfbsGm12892NfkbTnfaIggrabRawDataRep1.fastq.gz
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	RawData	GM12892	TNFa	NFKB	IgG-rab	2	ENCODE Jan 2010 Freeze	wgEncodeEH000712	2010-01-12	2010-10-12	941	exp	wgEncodeEH000773	fastq	87321e8d9e46fc61805bb4099e32b159	335M	GSM935285	Data paired with IgG_Control	NA	hg18	NA	NA	NA	NA	wgEncodeSydhTfbsGm12892NfkbTnfaIggrabRawDataRep2.fastq.gz
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	RawData	GM12892	TNFa	NFKB	IgG-rab	3	ENCODE Jan 2010 Freeze	wgEncodeEH000712	2010-01-12	2010-10-12	941	exp	wgEncodeEH000773	fastq	40d36e76c32ac894ec6dd82a2bff6ce1	190M	GSM935285	Data paired with IgG_Control	NA	hg18	NA	NA	NA	NA	wgEncodeSydhTfbsGm12892NfkbTnfaIggrabRawDataRep3.fastq.gz
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Signal	GM12892	TNFa	NFKB	IgG-rab	NA	ENCODE Jan 2011 Freeze	wgEncodeEH000712	2010-12-02	2011-09-01	3053	exp	wgEncodeEH000773	bigWig	a3d651c9c78e362927aded74438a9f7e	399M	GSM935285	NA	wgEncodeSydhTfbsGm12892NfkbTnfaIggrabSig	hg18	NA	NA	NA	NA	wgEncodeSydhTfbsGm12892NfkbTnfaIggrabSig.bigWig
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	GM12892	None	Pol2	IgG-mus	1	ENCODE June 2010 Freeze	wgEncodeEH000729	2010-01-13	2010-10-13	1368	exp	wgEncodeEH000711	bam	825f4fd0307d9645eef6902741460f3e	389M	NA	remapped from hg18, Illumina 2.0, low confidence sequences excluded. Data paired with GM12892_IgG_Control.	NA	hg18	2010-06-11	NA	NA	NA	wgEncodeSydhTfbsGm12892Pol2IggmusAlnRep1.bam
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	GM12892	None	Pol2	IgG-mus	1	ENCODE June 2010 Freeze	wgEncodeEH000729	2010-01-13	2010-10-13	1368	exp	wgEncodeEH000711	bai	712584b472dafd8f0a1a4e4e56a3b227	5.6M	NA	remapped from hg18, Illumina 2.0, low confidence sequences excluded. Data paired with GM12892_IgG_Control.	NA	hg18	2010-06-11	NA	NA	NA	wgEncodeSydhTfbsGm12892Pol2IggmusAlnRep1.bam.bai
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	GM12892	None	Pol2	IgG-mus	2	ENCODE June 2010 Freeze	wgEncodeEH000729	2010-01-13	2010-10-13	1379	exp	wgEncodeEH000711	bam	a348bdaff509041b48c84880dda55374	522M	NA	remapped from hg18, Illumina 2.0, low confidence sequences excluded. Data paired with GM12892_IgG_Control.	NA	hg18	2010-06-11	NA	NA	NA	wgEncodeSydhTfbsGm12892Pol2IggmusAlnRep2.bam
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	GM12892	None	Pol2	IgG-mus	2	ENCODE June 2010 Freeze	wgEncodeEH000729	2010-01-13	2010-10-13	1379	exp	wgEncodeEH000711	bai	41324ca732b050f98c470526cf756a23	5.6M	NA	remapped from hg18, Illumina 2.0, low confidence sequences excluded. Data paired with GM12892_IgG_Control.	NA	hg18	2010-06-11	NA	NA	NA	wgEncodeSydhTfbsGm12892Pol2IggmusAlnRep2.bam.bai
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	GM12892	None	Pol2	IgG-mus	3	ENCODE June 2010 Freeze	wgEncodeEH000729	2010-01-13	2010-10-13	1389	exp	wgEncodeEH000711	bam	07589049f9e3994361c1a6bf9920aa3d	232M	NA	remapped from hg18, Illumina 2.0, low confidence sequences excluded. Data paired with GM12892_IgG_Control.	NA	hg18	2010-06-11	NA	NA	NA	wgEncodeSydhTfbsGm12892Pol2IggmusAlnRep3.bam
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	GM12892	None	Pol2	IgG-mus	3	ENCODE June 2010 Freeze	wgEncodeEH000729	2010-01-13	2010-10-13	1389	exp	wgEncodeEH000711	bai	7d5a65249dd650957650dcff03ee802b	5.6M	NA	remapped from hg18, Illumina 2.0, low confidence sequences excluded. Data paired with GM12892_IgG_Control.	NA	hg18	2010-06-11	NA	NA	NA	wgEncodeSydhTfbsGm12892Pol2IggmusAlnRep3.bam.bai
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Peaks	GM12892	None	Pol2	IgG-mus	NA	ENCODE Mar 2012 Freeze	wgEncodeEH000729	2011-06-03	2012-03-03	4165	exp	wgEncodeEH000711	narrowPeak	2e32ebab0453efd443c07b09072829e1	280K	GSM935640	NA	wgEncodeSydhTfbsGm12892Pol2IggmusPk	hg18	NA	NA	NA	NA	wgEncodeSydhTfbsGm12892Pol2IggmusPk.narrowPeak.gz
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	RawData	GM12892	None	Pol2	IgG-mus	1	ENCODE Jan 2010 Freeze	wgEncodeEH000729	2010-01-13	2010-10-13	1008	exp	wgEncodeEH000711	fastq	188bf65572172447a0edbe666995330d	295M	GSM935640	Illumina 2.0, low confidence sequences excluded. Data paired with GM12892_IgG_Control.	NA	hg18	NA	NA	NA	NA	wgEncodeSydhTfbsGm12892Pol2IggmusRawDataRep1.fastq.gz
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	RawData	GM12892	None	Pol2	IgG-mus	2	ENCODE Jan 2010 Freeze	wgEncodeEH000729	2010-01-13	2010-10-13	1008	exp	wgEncodeEH000711	fastq	db9872b87ad81bcf36ce42e21edea356	409M	GSM935640	Illumina 2.0, low confidence sequences excluded. Data paired with GM12892_IgG_Control.	NA	hg18	NA	NA	NA	NA	wgEncodeSydhTfbsGm12892Pol2IggmusRawDataRep2.fastq.gz
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	RawData	GM12892	None	Pol2	IgG-mus	3	ENCODE Jan 2010 Freeze	wgEncodeEH000729	2010-01-13	2010-10-13	1008	exp	wgEncodeEH000711	fastq	a7ca7ccbe8864118ba600124b12a5653	190M	GSM935640	Illumina 2.0, low confidence sequences excluded. Data paired with GM12892_IgG_Control.	NA	hg18	NA	NA	NA	NA	wgEncodeSydhTfbsGm12892Pol2IggmusRawDataRep3.fastq.gz
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Signal	GM12892	None	Pol2	IgG-mus	NA	ENCODE Jan 2011 Freeze	wgEncodeEH000729	2010-12-02	2011-09-01	3053	exp	wgEncodeEH000711	bigWig	f23b66f5b5c626e8be3b4dc4167d06b3	301M	GSM935640	NA	wgEncodeSydhTfbsGm12892Pol2IggmusSig	hg18	NA	NA	NA	NA	wgEncodeSydhTfbsGm12892Pol2IggmusSig.bigWig
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	RawData	GM15510	None	Input	IgG-mus	1	ENCODE Jan 2010 Freeze	wgEncodeEH000713	2010-01-12	2010-10-12	996	input	wgEncodeEH000713	fastq	d93b29db3fc416d449c8b74580b6a2f9	816M	GSM935284	Illumina 2.0, low confidence sequences excluded	NA	hg18	NA	NA	NA	NA	wgEncodeSydhTfbsGm15510IggmusRawDataRep1.fastq.gz
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	RawData	GM15510	None	Input	IgG-mus	2	ENCODE Jan 2010 Freeze	wgEncodeEH000713	2010-01-12	2010-10-12	996	input	wgEncodeEH000713	fastq	45c69d9642763e4a6f608e972b54f6b8	168M	GSM935284	Illumina 2.0, low confidence sequences excluded	NA	hg18	NA	NA	NA	NA	wgEncodeSydhTfbsGm15510IggmusRawDataRep2.fastq.gz
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	GM15510	None	Input	IgG-mus	1	ENCODE June 2010 Freeze	wgEncodeEH000713	2010-01-12	2010-10-12	1368	input	wgEncodeEH000713	bam	f61b57131df678caf86653bab647e284	1.1G	NA	remapped from hg18, Illumina 2.0, low confidence sequences excluded	NA	hg18	2010-06-11	NA	NA	NA	wgEncodeSydhTfbsGm15510InputIggmusAlnRep1.bam
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	GM15510	None	Input	IgG-mus	1	ENCODE June 2010 Freeze	wgEncodeEH000713	2010-01-12	2010-10-12	1368	input	wgEncodeEH000713	bai	6fc1d45cfcb1f26547073e0fcd7e1151	5.9M	NA	remapped from hg18, Illumina 2.0, low confidence sequences excluded	NA	hg18	2010-06-11	NA	NA	NA	wgEncodeSydhTfbsGm15510InputIggmusAlnRep1.bam.bai
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	GM15510	None	Input	IgG-mus	2	ENCODE June 2010 Freeze	wgEncodeEH000713	2010-01-12	2010-10-12	1380	input	wgEncodeEH000713	bam	1ab92d818ee706dfda3ddcac9c8173d5	213M	NA	remapped from hg18, Illumina 2.0, low confidence sequences excluded	NA	hg18	2010-06-11	NA	NA	NA	wgEncodeSydhTfbsGm15510InputIggmusAlnRep2.bam
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	GM15510	None	Input	IgG-mus	2	ENCODE June 2010 Freeze	wgEncodeEH000713	2010-01-12	2010-10-12	1380	input	wgEncodeEH000713	bai	c17706c1a261c18a57840e15fe17057b	5.6M	NA	remapped from hg18, Illumina 2.0, low confidence sequences excluded	NA	hg18	2010-06-11	NA	NA	NA	wgEncodeSydhTfbsGm15510InputIggmusAlnRep2.bam.bai
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Signal	GM15510	None	Input	IgG-mus	NA	ENCODE Jan 2011 Freeze	wgEncodeEH000713	2010-12-02	2011-09-01	3053	input	wgEncodeEH000713	bigWig	c3def3b3f6a215062e19881c56a7376e	351M	GSM935284	NA	wgEncodeSydhTfbsGm15510InputIggmusSig	hg18	NA	NA	NA	NA	wgEncodeSydhTfbsGm15510InputIggmusSig.bigWig
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	GM15510	TNFa	Input	IgG-rab	1	ENCODE June 2010 Freeze	wgEncodeEH000774	2010-03-05	2010-12-05	1368	input	wgEncodeEH000774	bam	7be7e1b865897a7a59b88b40741cf69e	217M	NA	remapped from hg18, Illumina 2.0, low confidence sequences excluded	NA	hg18	2010-06-11	NA	NA	NA	wgEncodeSydhTfbsGm15510InputTnfaIggrabAlnRep1.bam
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	GM15510	TNFa	Input	IgG-rab	1	ENCODE June 2010 Freeze	wgEncodeEH000774	2010-03-05	2010-12-05	1368	input	wgEncodeEH000774	bai	85157e14cd23e41f5989b8471187b423	5.7M	NA	remapped from hg18, Illumina 2.0, low confidence sequences excluded	NA	hg18	2010-06-11	NA	NA	NA	wgEncodeSydhTfbsGm15510InputTnfaIggrabAlnRep1.bam.bai
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	GM15510	TNFa	Input	IgG-rab	2	ENCODE June 2010 Freeze	wgEncodeEH000774	2010-03-05	2010-12-05	1379	input	wgEncodeEH000774	bam	154d8acd1ed6866287a18e8f7c6ef900	226M	NA	remapped from hg18, Illumina 2.0, low confidence sequences excluded	NA	hg18	2010-06-11	NA	NA	NA	wgEncodeSydhTfbsGm15510InputTnfaIggrabAlnRep2.bam
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	GM15510	TNFa	Input	IgG-rab	2	ENCODE June 2010 Freeze	wgEncodeEH000774	2010-03-05	2010-12-05	1379	input	wgEncodeEH000774	bai	b8c075987aa56d63ddaac20d98974dab	5.7M	NA	remapped from hg18, Illumina 2.0, low confidence sequences excluded	NA	hg18	2010-06-11	NA	NA	NA	wgEncodeSydhTfbsGm15510InputTnfaIggrabAlnRep2.bam.bai
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	RawData	GM15510	TNFa	Input	IgG-rab	1	ENCODE June 2010 Freeze	wgEncodeEH000774	2010-03-05	2010-12-05	1112	input	wgEncodeEH000774	fastq	a24b457e2a437cc740918ede2365ab38	166M	GSM935447	Illumina 2.0, low confidence sequences excluded	NA	hg18	NA	NA	NA	NA	wgEncodeSydhTfbsGm15510InputTnfaIggrabRawDataRep1.fastq.gz
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	RawData	GM15510	TNFa	Input	IgG-rab	2	ENCODE June 2010 Freeze	wgEncodeEH000774	2010-03-05	2010-12-05	1112	input	wgEncodeEH000774	fastq	f6dbeba4dbc728377465bceb82fff0c3	176M	GSM935447	Illumina 2.0, low confidence sequences excluded	NA	hg18	NA	NA	NA	NA	wgEncodeSydhTfbsGm15510InputTnfaIggrabRawDataRep2.fastq.gz
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Signal	GM15510	TNFa	Input	IgG-rab	NA	ENCODE Jan 2011 Freeze	wgEncodeEH000774	2010-12-02	2011-09-01	3053	input	wgEncodeEH000774	bigWig	d4ac16a8617b10d03d77d98a734a8447	276M	GSM935447	NA	wgEncodeSydhTfbsGm15510InputTnfaIggrabSig	hg18	NA	NA	NA	NA	wgEncodeSydhTfbsGm15510InputTnfaIggrabSig.bigWig
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	GM15510	TNFa	NFKB	IgG-rab	1	ENCODE June 2010 Freeze	wgEncodeEH000736	2010-01-14	2010-10-14	1368	exp	wgEncodeEH000774	bam	3a33dc9b81b81aba305529a54737e613	463M	NA	remapped from hg18, Illumina 2.0, low confidence sequences excluded.  Data paired with GM15510_IgG_Control.	NA	hg18	2010-06-11	NA	NA	NA	wgEncodeSydhTfbsGm15510NfkbTnfaIggrabAlnRep1.bam
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	GM15510	TNFa	NFKB	IgG-rab	1	ENCODE June 2010 Freeze	wgEncodeEH000736	2010-01-14	2010-10-14	1368	exp	wgEncodeEH000774	bai	709f405472eb2dd9cd602f057762f5ea	5.8M	NA	remapped from hg18, Illumina 2.0, low confidence sequences excluded.  Data paired with GM15510_IgG_Control.	NA	hg18	2010-06-11	NA	NA	NA	wgEncodeSydhTfbsGm15510NfkbTnfaIggrabAlnRep1.bam.bai
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	GM15510	TNFa	NFKB	IgG-rab	2	ENCODE June 2010 Freeze	wgEncodeEH000736	2010-01-14	2010-10-14	1380	exp	wgEncodeEH000774	bam	d514fff281b32a451f3b03c87cbe16f9	368M	NA	remapped from hg18, Illumina 2.0, low confidence sequences excluded.  Data paired with GM15510_IgG_Control.	NA	hg18	2010-06-11	NA	NA	NA	wgEncodeSydhTfbsGm15510NfkbTnfaIggrabAlnRep2.bam
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	GM15510	TNFa	NFKB	IgG-rab	2	ENCODE June 2010 Freeze	wgEncodeEH000736	2010-01-14	2010-10-14	1380	exp	wgEncodeEH000774	bai	af01d00af27bbabd07bbac681440f6a0	5.8M	NA	remapped from hg18, Illumina 2.0, low confidence sequences excluded.  Data paired with GM15510_IgG_Control.	NA	hg18	2010-06-11	NA	NA	NA	wgEncodeSydhTfbsGm15510NfkbTnfaIggrabAlnRep2.bam.bai
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	GM15510	TNFa	NFKB	IgG-rab	3	ENCODE June 2010 Freeze	wgEncodeEH000736	2010-01-14	2010-10-14	1389	exp	wgEncodeEH000774	bam	27872500c494746c5c37325e6b5559d8	226M	NA	remapped from hg18, Illumina 2.0, low confidence sequences excluded.  Data paired with GM15510_IgG_Control.	NA	hg18	2010-06-11	NA	NA	NA	wgEncodeSydhTfbsGm15510NfkbTnfaIggrabAlnRep3.bam
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	GM15510	TNFa	NFKB	IgG-rab	3	ENCODE June 2010 Freeze	wgEncodeEH000736	2010-01-14	2010-10-14	1389	exp	wgEncodeEH000774	bai	d350183b3fdbd2aa0a72ba0ae1295760	5.7M	NA	remapped from hg18, Illumina 2.0, low confidence sequences excluded.  Data paired with GM15510_IgG_Control.	NA	hg18	2010-06-11	NA	NA	NA	wgEncodeSydhTfbsGm15510NfkbTnfaIggrabAlnRep3.bam.bai
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	GM15510	TNFa	NFKB	IgG-rab	4	ENCODE June 2010 Freeze	wgEncodeEH000736	2010-01-14	2010-10-14	1393	exp	wgEncodeEH000774	bam	6796245115b462ad0080d9489dabb11a	708M	NA	remapped from hg18, Data paired with GM15510_IgG_Control.	NA	hg18	2010-06-11	NA	NA	NA	wgEncodeSydhTfbsGm15510NfkbTnfaIggrabAlnRep4.bam
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	GM15510	TNFa	NFKB	IgG-rab	4	ENCODE June 2010 Freeze	wgEncodeEH000736	2010-01-14	2010-10-14	1393	exp	wgEncodeEH000774	bai	9c9ff6ad1b45816cdd8b3343cd6971f0	5.9M	NA	remapped from hg18, Data paired with GM15510_IgG_Control.	NA	hg18	2010-06-11	NA	NA	NA	wgEncodeSydhTfbsGm15510NfkbTnfaIggrabAlnRep4.bam.bai
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	GM15510	TNFa	NFKB	IgG-rab	5	ENCODE June 2010 Freeze	wgEncodeEH000736	2010-01-14	2010-10-14	1394	exp	wgEncodeEH000774	bam	4c34bf62fbf6e655625d54cb8dc054ef	744M	NA	remapped from hg18, Data paired with GM15510_IgG_Control.	NA	hg18	2010-06-11	NA	NA	NA	wgEncodeSydhTfbsGm15510NfkbTnfaIggrabAlnRep5.bam
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	GM15510	TNFa	NFKB	IgG-rab	5	ENCODE June 2010 Freeze	wgEncodeEH000736	2010-01-14	2010-10-14	1394	exp	wgEncodeEH000774	bai	4c6d87ffce4ff505d16ec32b1802cb26	5.9M	NA	remapped from hg18, Data paired with GM15510_IgG_Control.	NA	hg18	2010-06-11	NA	NA	NA	wgEncodeSydhTfbsGm15510NfkbTnfaIggrabAlnRep5.bam.bai
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Peaks	GM15510	TNFa	NFKB	IgG-rab	NA	ENCODE Mar 2012 Freeze	wgEncodeEH000736	2011-06-03	2012-03-03	4165	exp	wgEncodeEH000774	narrowPeak	294b10a8f6b64c8bced4e1542909231a	214K	GSM935529	NA	wgEncodeSydhTfbsGm15510NfkbTnfaIggrabPk	hg18	NA	NA	NA	NA	wgEncodeSydhTfbsGm15510NfkbTnfaIggrabPk.narrowPeak.gz
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	RawData	GM15510	TNFa	NFKB	IgG-rab	1	ENCODE Jan 2010 Freeze	wgEncodeEH000736	2010-01-14	2010-10-14	1052	exp	wgEncodeEH000774	fastq	7a5dbc83b53c97a099a69a8af16d75bd	360M	GSM935529	Illumina 2.0, low confidence sequences excluded.  Data paired with GM15510_IgG_Control.	NA	hg18	NA	NA	NA	NA	wgEncodeSydhTfbsGm15510NfkbTnfaIggrabRawDataRep1.fastq.gz
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	RawData	GM15510	TNFa	NFKB	IgG-rab	2	ENCODE Jan 2010 Freeze	wgEncodeEH000736	2010-01-14	2010-10-14	1052	exp	wgEncodeEH000774	fastq	362f8398c91f2849c9042d7091bcc2fd	278M	GSM935529	Illumina 2.0, low confidence sequences excluded.  Data paired with GM15510_IgG_Control.	NA	hg18	NA	NA	NA	NA	wgEncodeSydhTfbsGm15510NfkbTnfaIggrabRawDataRep2.fastq.gz
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	RawData	GM15510	TNFa	NFKB	IgG-rab	3	ENCODE Jan 2010 Freeze	wgEncodeEH000736	2010-01-14	2010-10-14	1052	exp	wgEncodeEH000774	fastq	0fbeb39f22d4753f4a3135c5feac2cf0	176M	GSM935529	Illumina 2.0, low confidence sequences excluded.  Data paired with GM15510_IgG_Control.	NA	hg18	NA	NA	NA	NA	wgEncodeSydhTfbsGm15510NfkbTnfaIggrabRawDataRep3.fastq.gz
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	RawData	GM15510	TNFa	NFKB	IgG-rab	4	ENCODE Jan 2010 Freeze	wgEncodeEH000736	2010-01-14	2010-10-14	1052	exp	wgEncodeEH000774	fastq	3f2ae96516787d95b7cf9284f06ff090	543M	GSM935529	Data paired with GM15510_IgG_Control.	NA	hg18	NA	NA	NA	NA	wgEncodeSydhTfbsGm15510NfkbTnfaIggrabRawDataRep4.fastq.gz
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	RawData	GM15510	TNFa	NFKB	IgG-rab	5	ENCODE Jan 2010 Freeze	wgEncodeEH000736	2010-01-14	2010-10-14	1052	exp	wgEncodeEH000774	fastq	1a090169f5ef60341987f749773a7774	575M	GSM935529	Data paired with GM15510_IgG_Control.	NA	hg18	NA	NA	NA	NA	wgEncodeSydhTfbsGm15510NfkbTnfaIggrabRawDataRep5.fastq.gz
